genes	ensembl_id	logFoldChange	pvalue	pvalue_adj	direction
PRR36	ENSG00000183248	1.03643391697953	3.54641207594481e-11	4.95208086241021e-11	UP
CCBE1	ENSG00000183287	-1.51909551670717	5.12704998855117e-15	1.02434297377921e-14	DOWN
CABCOCO1	ENSG00000183346	-1.21170919591428	3.36875545492151e-10	4.37619111870725e-10	DOWN
MX2	ENSG00000183486	1.03177791154035	2.56944601382758e-14	4.73448785657289e-14	UP
SFXN4	ENSG00000183605	1.14701453345187	2.395827279922e-21	1.51315407152968e-20	UP
GKN2	ENSG00000183607	-3.4207475413401	7.57855702204058e-19	2.82238965743242e-18	DOWN
FAM167B	ENSG00000183615	-1.08427517797713	1.34059060171511e-11	1.92371745537594e-11	DOWN
C11orf88	ENSG00000183644	-1.16887958822169	5.92845970543989e-09	6.99609258417e-09	DOWN
LHFPL6	ENSG00000183722	-1.41459457292748	2.3254437414554e-18	7.69802066136961e-18	DOWN
OLFML1	ENSG00000183801	-1.01233165303296	6.89907806708003e-13	1.08044289468138e-12	DOWN
FAM162B	ENSG00000183807	-1.67276220800319	1.31810710655518e-21	9.07084460425068e-21	DOWN
IQGAP3	ENSG00000183856	1.86789229149558	6.51462485708041e-19	2.46707686895353e-18	UP
TMPRSS2	ENSG00000184012	-1.2631417542411	5.56506403936019e-08	6.18715166279259e-08	DOWN
CLDN5	ENSG00000184113	-2.54026206387346	1.38564752301723e-23	1.60267665312836e-22	DOWN
IRAK1	ENSG00000184216	1.21514957874893	1.51759432863348e-21	1.01172955242232e-20	UP
SLIT3	ENSG00000184347	-1.85784537479824	5.53158629394071e-20	2.62238165046078e-19	DOWN
EFNA5	ENSG00000184349	1.07855552966301	1.66474286367051e-11	2.3764359094776e-11	UP
PKP3	ENSG00000184363	1.23968181871524	6.91043689582147e-17	1.78333855376038e-16	UP
MAP7D2	ENSG00000184368	1.29642396125394	1.64612030389799e-10	2.18723251452189e-10	UP
KNTC1	ENSG00000184445	1.01972799190234	3.21805262721902e-13	5.23171976652034e-13	UP
PROS1	ENSG00000184500	-1.38261589967749	1.18191068842712e-15	2.55836360967313e-15	DOWN
BEX5	ENSG00000184515	-1.09260792642471	4.77022074777624e-10	6.12630356905042e-10	DOWN
CDCA2	ENSG00000184661	1.10095140973638	3.73641765212228e-14	6.74875060402143e-14	UP
APOBR	ENSG00000184730	-1.51268159101642	1.70563450612568e-16	4.11409328110717e-16	DOWN
TCEAL2	ENSG00000184905	-1.61853108024945	1.22274522696478e-22	1.1232874812308e-21	DOWN
F8	ENSG00000185010	-1.11748355720266	1.6161535315215e-16	3.91794795520363e-16	DOWN
MAFF	ENSG00000185022	-1.01518822176006	4.47688036141822e-10	5.7534205447945e-10	DOWN
SEMA4B	ENSG00000185033	1.38953029064129	3.16298356105522e-17	8.65089520972368e-17	UP
MANEAL	ENSG00000185090	1.44374352947214	1.81613563162742e-17	5.17356144321164e-17	UP
IL3RA	ENSG00000185291	-1.46197087771039	4.31334844402547e-22	3.36651585875159e-21	DOWN
SFTPA2	ENSG00000185303	-4.45523259942774	2.20241117316089e-14	4.10546548783389e-14	DOWN
METTL7A	ENSG00000185432	-1.90064552445053	2.68145450117471e-22	2.19080537968317e-21	DOWN
AHNAK2	ENSG00000185567	1.18876085016597	5.83497896619015e-09	6.89001206339796e-09	UP
P4HB	ENSG00000185624	1.11760960084738	1.10985314473936e-19	4.94412537795726e-19	UP
MORN5	ENSG00000185681	-1.44115516776598	8.25363088648321e-09	9.65101784533968e-09	DOWN
PRAME	ENSG00000185686	1.23443606694153	1.18569601859326e-06	1.23322662822267e-06	UP
SLC52A2	ENSG00000185803	1.2620070869166	1.24264098312084e-16	3.07854282269938e-16	UP
EVI2B	ENSG00000185862	-1.06594352830075	2.97733248782747e-10	3.89405883966536e-10	DOWN
LEMD1	ENSG00000186007	1.00180514556251	3.16449808314837e-11	4.44140081845385e-11	UP
CD300LF	ENSG00000186074	-1.59151698605778	1.61987727216059e-18	5.59382079595025e-18	DOWN
KIF18B	ENSG00000186185	1.38423861964761	1.82045861842736e-15	3.84942791561731e-15	UP
FFAR4	ENSG00000186188	-1.38013339840215	1.25271272716532e-19	5.48502114668845e-19	DOWN
SAPCD2	ENSG00000186193	1.73797727108058	7.9402270701126e-19	2.92614893946568e-18	UP
SLC51B	ENSG00000186198	-1.49677013686808	8.41969996391607e-14	1.45245498029819e-13	DOWN
THBS2	ENSG00000186340	2.85369713804721	5.88704657716894e-19	2.25611365831624e-18	UP
GLDN	ENSG00000186417	-1.59246724322339	1.7906226810919e-21	1.17337732003291e-20	DOWN
INSIG1	ENSG00000186480	-1.06440468231813	4.00568256319429e-16	9.19965373365196e-16	DOWN
C5orf38	ENSG00000186493	-1.73530797120465	4.7421540312644e-15	9.54395779877112e-15	DOWN
MIR22HG	ENSG00000186594	-1.3665069682366	1.21855484643197e-19	5.39084171693405e-19	DOWN
CFAP73	ENSG00000186710	-1.15251068837598	1.96915394197493e-07	2.12522516503196e-07	DOWN
KRT16	ENSG00000186832	1.57887144885232	1.7638967328084e-09	2.15987355037763e-09	UP
TNFRSF18	ENSG00000186891	1.55954351098672	7.44048879189372e-13	1.16144215288097e-12	UP
RTN4RL2	ENSG00000186907	1.2557670704534	7.85241207618845e-10	9.84114307198552e-10	UP
FAM183A	ENSG00000186973	-1.42644922749412	1.21303891214191e-06	1.26098251830669e-06	DOWN
KANK3	ENSG00000186994	-2.11748066199856	3.35886874520073e-30	2.80392521338495e-28	DOWN
ESPN	ENSG00000187017	1.01707683239071	7.18417806418666e-09	8.44679845881101e-09	UP
LILRA5	ENSG00000187116	-1.45918537648737	2.09711981239716e-21	1.34215667993418e-20	DOWN
LHFPL3	ENSG00000187416	-1.21826209122592	2.87357945682982e-23	3.08227517157165e-22	DOWN
C11orf96	ENSG00000187479	-1.65340533072496	3.5546240871906e-15	7.2759896027782e-15	DOWN
GJA4	ENSG00000187513	-1.11890150885257	1.8883424474742e-13	3.15545474251564e-13	DOWN
PLEKHN1	ENSG00000187583	1.29010010653016	4.95116864349095e-20	2.36473726256284e-19	UP
TRPV2	ENSG00000187688	-1.59329362416085	1.01437474849698e-20	5.42506829279722e-20	DOWN
PEAR1	ENSG00000187800	-1.30066968039435	2.84270180427354e-22	2.30294829713299e-21	DOWN
HIST1H1C	ENSG00000187837	1.00420267202748	6.14723652206908e-06	6.25473986347251e-06	UP
EIF4EBP1	ENSG00000187840	1.16813346589256	2.71313824835547e-10	3.55821409620389e-10	UP
DMBT1	ENSG00000187908	-1.76162556993668	7.66821674107416e-07	8.03217465513496e-07	DOWN
S100A3	ENSG00000188015	-1.64557001189	6.40703829786778e-17	1.66236669350083e-16	DOWN
SBK1	ENSG00000188322	1.44112458185405	1.84254815638163e-12	2.78777971651121e-12	UP
ZP3	ENSG00000188372	1.00161994273995	1.87123067032843e-14	3.51198718184808e-14	UP
IGHV1OR15-9	ENSG00000188403	1.37703338446637	3.1071118532435e-10	4.05275459118718e-10	UP
IER5L	ENSG00000188483	1.05518728599571	5.3272854222953e-12	7.81986850979126e-12	UP
H2AFX	ENSG00000188486	1.09928125141525	2.07773029020555e-13	3.45988044856432e-13	UP
NCCRP1	ENSG00000188505	1.15248223755652	1.48061849368524e-07	1.60700254826211e-07	UP
CFAP77	ENSG00000188523	-1.01149289739687	1.29595917424357e-07	1.41056780870048e-07	DOWN
HBA2	ENSG00000188536	-3.58460720426082	1.11634667410903e-22	1.03047385302372e-21	DOWN
S100A16	ENSG00000188643	1.08932769376687	1.74795016028587e-08	2.00961934595741e-08	UP
ZDHHC9	ENSG00000188706	1.1752324634341	5.15226666297825e-12	7.58034635472663e-12	UP
BCL2L15	ENSG00000188761	1.50207038447136	5.69610086882389e-14	1.00151224067233e-13	UP
PRELP	ENSG00000188783	-1.4273468438041	1.46921632466056e-09	1.81058751177681e-09	DOWN
SNTN	ENSG00000188817	-1.21282123728526	2.19944949110289e-08	2.51066767117572e-08	DOWN
LRRK2	ENSG00000188906	-2.44655214095406	2.68142885518554e-18	8.7556860577487e-18	DOWN
GJB3	ENSG00000188910	1.49335471985428	3.11869654464039e-09	3.75652281412142e-09	UP
HACD4	ENSG00000188921	-1.06332126543277	1.2909171523119e-17	3.74011346264128e-17	DOWN
FAM111B	ENSG00000189057	1.49447515977153	6.5899878548816e-17	1.70522596783998e-16	UP
PLAC9	ENSG00000189129	-2.24549899380594	6.79552500814746e-29	3.18229463796174e-27	DOWN
CLDN4	ENSG00000189143	1.13687623385257	7.61199207896354e-11	1.03359439827511e-10	UP
JPT1	ENSG00000189159	1.51415710397106	3.93035708720473e-19	1.55273366408088e-18	UP
MAOA	ENSG00000189221	-1.32780224190534	8.87235751649396e-09	1.03563484215839e-08	DOWN
ALKAL2	ENSG00000189292	-1.48290737669242	1.60354331651308e-23	1.81106068688536e-22	DOWN
ALG1L	ENSG00000189366	1.85518209429228	1.75232500023347e-13	2.93770291221455e-13	UP
CXCL17	ENSG00000189377	-1.04128978582487	0.00102034832436816	0.00102247848788459	DOWN
HLA-DRB1	ENSG00000196126	-1.2392344700273	1.89838545552462e-09	2.31569255057641e-09	DOWN
S100A4	ENSG00000196154	-1.48631223909468	5.51944882063074e-10	7.04610487740094e-10	DOWN
COLCA1	ENSG00000196167	-1.01836100099162	6.43996818176783e-09	7.59038607059192e-09	DOWN
HRCT1	ENSG00000196196	-1.26976569333115	2.3419552683794e-19	9.60802161386419e-19	DOWN
EEF1A1P5	ENSG00000196205	-1.31665943508553	2.96224025172878e-10	3.87696065665935e-10	DOWN
SFTA2	ENSG00000196260	-1.13174549171594	0.000236756375135297	0.000237622707924605	DOWN
SULT1A1	ENSG00000196502	-1.23569380768619	1.04273800002569e-21	7.36050352959309e-21	DOWN
MME	ENSG00000196549	-2.14688014192574	3.3325414902531e-23	3.53507163606959e-22	DOWN
MMP1	ENSG00000196611	3.3553132987627	2.25547050104227e-17	6.33114526608356e-17	UP
ADH1B	ENSG00000196616	-3.48329864710279	2.22983260905766e-24	2.81663066407283e-23	DOWN
DAPK1	ENSG00000196730	-1.1479194450577	2.25778424752906e-14	4.2005288326122e-14	DOWN
S100A2	ENSG00000196754	1.62303264317668	3.20990402897798e-08	3.62317209620089e-08	UP
MVB12B	ENSG00000196814	-1.26587573929548	2.24568537873763e-16	5.34952348284894e-16	DOWN
FAM3C	ENSG00000196937	1.1225574763524	3.35261492609082e-12	4.98607332152933e-12	UP
SULT1A2	ENSG00000197165	-1.1233353893991	4.54699739124576e-16	1.03438803213174e-15	DOWN
FAM110D	ENSG00000197245	-1.29958198690767	4.31069285118575e-21	2.53104901354026e-20	DOWN
SERPINA1	ENSG00000197249	-1.11971643993903	2.56048571425359e-05	2.58743819545626e-05	DOWN
TPSB2	ENSG00000197253	-1.77735304823717	2.86941581958832e-14	5.24693178439007e-14	DOWN
KANK2	ENSG00000197256	-1.40705284337843	7.29206064066157e-21	4.08185318660939e-20	DOWN
ADARB1	ENSG00000197381	-1.19829727029828	1.81882611005286e-16	4.36518266412686e-16	DOWN
C5AR1	ENSG00000197405	-1.55769444559464	7.01099320322126e-16	1.55081877306277e-15	DOWN
VEPH1	ENSG00000197415	-2.40430618660624	1.52705399535181e-24	2.03459372137061e-23	DOWN
GYPE	ENSG00000197465	-1.23303239668312	5.18795592718287e-28	1.84460655188724e-26	DOWN
SPN	ENSG00000197471	-1.89106499148528	4.52937908959184e-21	2.6273135504581e-20	DOWN
CFD	ENSG00000197766	-2.483043677765	8.43361803215408e-19	3.08429459461635e-18	DOWN
MAP1LC3C	ENSG00000197769	-1.05808575321538	7.557127996561e-10	9.50638743458398e-10	DOWN
HIST1H2BK	ENSG00000197903	1.07109333046822	8.87264477294347e-10	1.1076383591711e-09	UP
ERO1A	ENSG00000197930	1.82317245264952	2.78955029741943e-19	1.12756559390428e-18	UP
ENTPD7	ENSG00000198018	1.08897189386927	3.3988595203698e-16	7.88141338056766e-16	UP
AKR1B10	ENSG00000198074	1.70474835814417	9.97908596883189e-07	1.04016531271212e-06	UP
SULT1C4	ENSG00000198075	-1.2312182685422	1.05764174083522e-17	3.12411098831326e-17	DOWN
MB	ENSG00000198125	1.50114477142171	1.22017094699827e-10	1.63827148128439e-10	UP
BPIFA1	ENSG00000198183	1.5056979319202	0.00352295556673963	0.0035247913955915	UP
CARD11	ENSG00000198286	1.28548144332183	2.00546326933602e-12	3.02473643136305e-12	UP
GFPT1	ENSG00000198380	1.09954044517683	3.04066065603312e-18	9.79541687849597e-18	UP
B3GNT6	ENSG00000198488	1.45575183471564	6.32052317204523e-08	6.99850316627846e-08	UP
HLA-DRB5	ENSG00000198502	-1.24937286196263	7.42788974525111e-09	8.71200263340386e-09	DOWN
C2CD4A	ENSG00000198535	1.42399598484457	5.27038647898295e-12	7.74226628894206e-12	UP
WDHD1	ENSG00000198554	1.01101629467326	2.37010344919952e-14	4.38823396573102e-14	UP
ARC	ENSG00000198576	-1.49924620917302	8.01117828107688e-16	1.76392916280592e-15	DOWN
CCDC69	ENSG00000198624	-1.29563477186609	7.27645753207207e-17	1.86029273789326e-16	DOWN
STK39	ENSG00000198648	1.3240945625812	4.30001269540574e-20	2.07437798371332e-19	UP
PAPSS2	ENSG00000198682	-1.39257858267706	1.88117605899848e-14	3.52720511062215e-14	DOWN
UNC13B	ENSG00000198722	-1.2299629695263	1.50976135746984e-13	2.54946508913113e-13	DOWN
SMOC1	ENSG00000198732	1.32521658851456	1.9144365978318e-07	2.06733310901972e-07	UP
PLXNB3	ENSG00000198753	1.11809739138147	2.18776817555709e-13	3.63366340576957e-13	UP
ARHGAP11A	ENSG00000198826	1.19063641954974	4.09139172448009e-14	7.33547683070263e-14	UP
ARHGEF15	ENSG00000198844	-1.79884956968747	6.56784295157593e-25	9.7753941604851e-24	DOWN
CES1	ENSG00000198848	-2.53514387854319	1.99799589344605e-18	6.7300914305551e-18	DOWN
GRK5	ENSG00000198873	-2.14914244554798	1.10637476540026e-27	3.73307596451103e-26	DOWN
PRC1	ENSG00000198901	1.70916942532563	1.56705505782692e-17	4.49066524033983e-17	UP
CCDC167	ENSG00000198937	1.23571712350272	1.09061825093889e-17	3.21163656718202e-17	UP
MIRLET7D	ENSG00000199133	-1.23586286634499	6.93427255543931e-13	1.08506954412742e-12	DOWN
SNORA73B	ENSG00000200087	1.2573152130436	0.000542064843391267	0.000543480156298294	UP
RNU6-529P	ENSG00000200253	-1.3444592456292	4.54409691108874e-17	1.223655830195e-16	DOWN
IQANK1	ENSG00000203499	1.70549094231913	7.3409471071704e-22	5.42100709452584e-21	UP
CHML	ENSG00000203668	1.05478407924397	1.95544091333346e-10	2.5874890100622e-10	UP
FCGR3A	ENSG00000203747	-1.25358226195013	1.13912547827079e-08	1.32312215261943e-08	DOWN
CENPW	ENSG00000203760	1.1307766192486	6.12874519507046e-12	8.94163432715446e-12	UP
PLPP4	ENSG00000203805	1.05966886089738	5.06855991413537e-11	6.98609837411336e-11	UP
CHIAP2	ENSG00000203878	-2.14030190449625	2.39206027305907e-19	9.77182068994345e-19	DOWN
SOX18	ENSG00000203883	-1.17953034305465	1.18010632025948e-11	1.70233218249301e-11	DOWN
LDLRAD1	ENSG00000203985	-1.20824458846022	1.46030881983395e-05	1.478793741604e-05	DOWN
CT83	ENSG00000204019	1.60318409163134	5.80536691138174e-07	6.1075640930701e-07	UP
TMEM273	ENSG00000204161	-1.16588249685472	6.99819837407594e-16	1.54977403439744e-15	DOWN
GPRIN2	ENSG00000204175	-1.86782864034497	1.97298009142356e-19	8.27100824352236e-19	DOWN
HLA-DOA	ENSG00000204252	-1.15835092875295	4.36996705961375e-10	5.6235501035244e-10	DOWN
COL5A2	ENSG00000204262	2.2106635972846	6.70848532800923e-16	1.48733162006671e-15	UP
HLA-DRA	ENSG00000204287	-1.18529405541532	1.19140104350803e-08	1.38050090738408e-08	DOWN
COL15A1	ENSG00000204291	1.14529213507837	2.09934262484815e-07	2.26064937729021e-07	UP
NOTCH4	ENSG00000204301	-1.34524226579085	8.5704036109026e-19	3.12242408594554e-18	DOWN
AGER	ENSG00000204305	-6.26507951389852	3.24936371309677e-30	2.80392521338495e-28	DOWN
ERICH2	ENSG00000204334	-1.23546900037435	9.35672654899781e-13	1.44995278241128e-12	DOWN
VARS	ENSG00000204394	1.17011566261124	1.5973728116236e-16	3.8773145364315e-16	UP
CARD16	ENSG00000204397	-1.11813308086454	1.66906548929648e-15	3.54100081707098e-15	DOWN
LST1	ENSG00000204482	-1.29461768310511	1.12315357142281e-12	1.72931423988115e-12	DOWN
MUC21	ENSG00000204544	1.71922296395689	4.66462591048811e-07	4.93176307716804e-07	UP
HLA-E	ENSG00000204592	-1.31835445420612	4.51682535522043e-18	1.41473159576235e-17	DOWN
MROH6	ENSG00000204839	1.36980012600409	2.50371185096769e-12	3.74970885636347e-12	UP
FAM83A-AS1	ENSG00000204949	1.51419907326844	4.57626733387954e-15	9.24887713794601e-15	UP
AARD	ENSG00000205002	-1.27748597357202	6.4100468752342e-18	1.96288516753583e-17	DOWN
LGR4	ENSG00000205213	2.11002833946325	4.7734453619482e-23	4.79843722248197e-22	UP
ADGRG1	ENSG00000205336	1.03754573625795	9.31360739746462e-10	1.16117702617741e-09	UP
MT1M	ENSG00000205364	-2.00372856629888	1.29345590583011e-17	3.74011346264128e-17	DOWN
KRT6A	ENSG00000205420	2.04216516814308	7.52768265379121e-09	8.8182737616102e-09	UP
KRT81	ENSG00000205426	1.33580556724082	4.89962497518409e-06	4.9959001340167e-06	UP
CYS1	ENSG00000205795	-1.5719313230888	4.8224715513123e-18	1.49582316292724e-17	DOWN
JPT2	ENSG00000206053	1.06233183121993	4.95090291118523e-17	1.32024077631606e-16	UP
SERPINB5	ENSG00000206075	1.28910295260744	2.82188175739086e-07	3.01335538052862e-07	UP
HBA1	ENSG00000206172	-1.42453189609716	3.5487572426056e-16	8.20917338048525e-16	DOWN
COL6A6	ENSG00000206384	-1.71453968522469	2.64210554210428e-21	1.65239173968737e-20	DOWN
MIR34C	ENSG00000207562	-1.10929841806795	1.44101597524424e-07	1.5657898542552e-07	DOWN
MIR27A	ENSG00000207808	-1.22569797907014	4.36972002069008e-11	6.07081218503976e-11	DOWN
MIR23A	ENSG00000207980	-1.05252706728067	3.72201559590422e-08	4.17422309821034e-08	DOWN
GPX3	ENSG00000211445	-2.37743874375776	6.54932397086779e-22	4.91199297815084e-21	DOWN
DIO2	ENSG00000211448	1.09671612887473	5.19947090148235e-11	7.15626102569614e-11	UP
IGKC	ENSG00000211592	2.25231154919889	4.18322643233708e-10	5.39771152559623e-10	UP
IGKJ5	ENSG00000211593	1.98939309743704	2.61039980424818e-11	3.68256254530235e-11	UP
IGKV4-1	ENSG00000211598	2.31479560164594	1.67011969623133e-08	1.92474778917416e-08	UP
IGKV5-2	ENSG00000211599	1.31480301872134	2.8516037493724e-07	3.04340144457754e-07	UP
IGKV6-21	ENSG00000211611	1.62500584095582	7.77349514535159e-08	8.55797630680909e-08	UP
IGKV3D-20	ENSG00000211625	1.82543405327248	9.37855023377589e-10	1.16851501939323e-09	UP
IGKV3D-11	ENSG00000211632	1.56527483533456	4.35577932617594e-10	5.60905184859679e-10	UP
IGLV4-69	ENSG00000211637	2.02348922811499	9.77458348163429e-09	1.13809583291315e-08	UP
IGLV8-61	ENSG00000211638	1.6433829711177	1.83838230447981e-08	2.10853884384781e-08	UP
IGLV4-60	ENSG00000211639	1.34226760311353	4.36037773128806e-06	4.45789416617309e-06	UP
IGLV6-57	ENSG00000211640	1.91839548427309	3.62679102783303e-08	4.07456920622552e-08	UP
IGLV1-51	ENSG00000211644	1.96632872922319	5.28220417562524e-08	5.879322908522e-08	UP
IGLV1-50	ENSG00000211645	1.05517397144519	3.64637318886375e-08	4.09417340504e-08	UP
IGLV1-47	ENSG00000211648	2.07703353174981	4.02249654015383e-08	4.5085775581409e-08	UP
IGLV7-46	ENSG00000211649	1.58364908857294	1.26937019003864e-06	1.31740041344551e-06	UP
IGLV5-45	ENSG00000211650	1.4774541156732	8.5369358068212e-07	8.92265473549086e-07	UP
IGLV1-44	ENSG00000211651	1.85105289612918	1.96711818205287e-06	2.02621615318751e-06	UP
IGLV7-43	ENSG00000211652	1.51444641387256	4.46088470524103e-07	4.72155382252634e-07	UP
IGLV1-40	ENSG00000211653	2.18300532860197	3.83589947791076e-09	4.60020424583926e-09	UP
IGLV5-37	ENSG00000211654	1.03130494105113	2.32745057390556e-05	2.35442839931437e-05	UP
IGLV1-36	ENSG00000211655	1.50545075460459	2.15049516922824e-07	2.31443426284653e-07	UP
IGLV3-27	ENSG00000211658	1.74294628233098	2.69274269009772e-06	2.76622042000408e-06	UP
IGLV3-25	ENSG00000211659	1.8856408551565	4.94971201365643e-07	5.22454484124263e-07	UP
IGLV2-23	ENSG00000211660	1.92334170291309	5.85964697575958e-08	6.51071886195509e-08	UP
IGLV3-21	ENSG00000211662	2.46749051038612	2.46801864419016e-10	3.24339205807331e-10	UP
IGLV3-19	ENSG00000211663	2.22272911090827	5.42634155185644e-09	6.42725217739936e-09	UP
IGLV2-18	ENSG00000211664	1.41695107244454	1.29402198876818e-05	1.31178575418949e-05	UP
IGLV2-14	ENSG00000211666	1.98039421397442	2.72805330375236e-08	3.09383481583257e-08	UP
IGLV3-12	ENSG00000211667	1.1247133567832	6.25525098997557e-08	6.9302261400768e-08	UP
IGLV2-11	ENSG00000211668	1.72896550541168	3.46466270531865e-07	3.685402988483e-07	UP
IGLV3-10	ENSG00000211669	1.69371306534652	9.35236401925033e-07	9.76429522401339e-07	UP
IGLV3-9	ENSG00000211670	2.15917969534697	8.17428652996184e-09	9.56406467856596e-09	UP
IGLV3-1	ENSG00000211673	2.2127921124613	1.8722623695188e-08	2.14483517271844e-08	UP
IGLC2	ENSG00000211677	2.05439821272371	4.75149475879396e-09	5.65934859608213e-09	UP
IGLC3	ENSG00000211679	1.96271776919163	1.77320300078702e-08	2.03621397219562e-08	UP
IGLC7	ENSG00000211685	1.50324486552477	2.81326167816244e-07	3.00582216030712e-07	UP
TRGJP2	ENSG00000211688	-1.38482675222771	2.22016176502532e-10	2.92366981402511e-10	DOWN
IGHA2	ENSG00000211890	1.64937718920247	2.09559553388779e-07	2.25788070991277e-07	UP
IGHG4	ENSG00000211892	3.27320967830419	3.95004414343878e-15	8.02814098710185e-15	UP
IGHG2	ENSG00000211893	2.45745285583261	1.72225362805784e-10	2.28680979659132e-10	UP
IGHA1	ENSG00000211895	1.54896378631802	2.96897925046867e-06	3.04185707625392e-06	UP
IGHG1	ENSG00000211896	2.7096820340895	3.53797228201798e-12	5.24548786214248e-12	UP
IGHG3	ENSG00000211897	2.14434249819224	3.73624158320896e-09	4.48629383349668e-09	UP
IGHM	ENSG00000211899	1.69117800336563	6.4378545244911e-07	6.76186033206943e-07	UP
IGHJ2	ENSG00000211904	1.8926648903391	6.63900014028926e-11	9.05961639613033e-11	UP
IGHJ1	ENSG00000211905	1.55902120317209	1.13998395334762e-07	1.24503366918511e-07	UP
IGHD3-3	ENSG00000211930	1.2809094874353	2.6227886566044e-07	2.80856342480784e-07	UP
IGHV6-1	ENSG00000211933	1.29108706906638	1.65746783040948e-06	1.71369856455907e-06	UP
IGHV1-2	ENSG00000211934	2.16857602141968	4.76146204772639e-09	5.66770435935193e-09	UP
IGHV1-3	ENSG00000211935	1.46145819137613	1.42369885708624e-08	1.64569645129777e-08	UP
IGHV2-5	ENSG00000211937	2.08087042651073	4.12605389492968e-10	5.32752083272696e-10	UP
IGHV3-7	ENSG00000211938	1.4139077250969	2.47820303300177e-07	2.65670006887962e-07	UP
IGHV3-11	ENSG00000211941	1.91513560176275	6.6898716883034e-08	7.39893642945998e-08	UP
IGHV3-13	ENSG00000211942	1.25372589062118	5.85730726772312e-06	5.96290029375842e-06	UP
IGHV3-15	ENSG00000211943	1.97151737028381	3.44862655963292e-08	3.88122098153295e-08	UP
IGHV1-18	ENSG00000211945	2.2408689497517	9.33494777117586e-09	1.08756673062243e-08	UP
IGHV3-20	ENSG00000211946	1.56713589272206	3.85910915528852e-09	4.62514954940946e-09	UP
IGHV3-21	ENSG00000211947	2.17811141866702	5.98990128761371e-08	6.64391130688523e-08	UP
IGHV3-23	ENSG00000211949	2.08315447557625	3.31491786969264e-09	3.98537401991851e-09	UP
IGHV1-24	ENSG00000211950	2.3298255475808	1.19621670731677e-10	1.60835859807297e-10	UP
IGHV2-26	ENSG00000211951	2.06681921623678	1.19986208908534e-08	1.38946635165492e-08	UP
IGHV4-28	ENSG00000211952	1.74029739062424	1.50925245754083e-09	1.8575414862041e-09	UP
IGHV3-33	ENSG00000211955	2.04066899849667	3.92514761386678e-09	4.70136208273501e-09	UP
IGHV4-34	ENSG00000211956	2.24120169900303	3.65571067074294e-10	4.73934131521029e-10	UP
IGHV3-35	ENSG00000211957	1.03103647353451	1.17926402515986e-08	1.36726263786651e-08	UP
IGHV4-39	ENSG00000211959	2.33664052946777	1.021864486765e-09	1.27153584872897e-09	UP
IGHV1-45	ENSG00000211961	1.02162823719576	2.84214246651535e-05	2.87054894040477e-05	UP
IGHV1-46	ENSG00000211962	2.22007615127478	7.85472125917046e-11	1.06354476851955e-10	UP
IGHV3-48	ENSG00000211964	1.87255879100672	1.41062633332629e-09	1.74061861181651e-09	UP
IGHV3-49	ENSG00000211965	1.97931287605848	4.08575065870829e-08	4.57413484823319e-08	UP
IGHV5-51	ENSG00000211966	2.17814308170695	4.04866690725789e-09	4.84326508531785e-09	UP
IGHV3-53	ENSG00000211967	1.85037076495514	6.62159811111168e-10	8.38619285840002e-10	UP
IGHV1-58	ENSG00000211968	1.62075385897797	4.24794903715961e-08	4.75294997164711e-08	UP
IGHV4-61	ENSG00000211970	1.72612918596464	7.28365277599265e-09	8.54805215764418e-09	UP
IGHV3-66	ENSG00000211972	1.75068117042954	3.88013288819757e-10	5.02011802246586e-10	UP
IGHV1-69	ENSG00000211973	2.17148033975262	1.19934847994802e-10	1.6114409247727e-10	UP
IGHV2-70D	ENSG00000211974	1.32969358850304	2.35857226645647e-09	2.86068146026306e-09	UP
IGHV3-73	ENSG00000211976	1.90485347302871	5.98765779818581e-08	6.64391130688523e-08	UP
IGHV5-78	ENSG00000211978	1.24637804868524	1.07867391033933e-13	1.84093680697913e-13	UP
ACKR1	ENSG00000213088	-2.04205346325277	1.51344678218093e-13	2.55344272564797e-13	DOWN
AC084880.1	ENSG00000213144	-1.31893703500512	5.09754336124637e-17	1.35183470353495e-16	DOWN
GIMAP1	ENSG00000213203	-1.38770708909134	9.90174185284026e-20	4.44190288725544e-19	DOWN
EMP2	ENSG00000213853	-2.76184435323621	1.77015596765989e-27	5.57163845558522e-26	DOWN
UBD	ENSG00000213886	1.03421451741618	1.01300586162433e-06	1.05532894971173e-06	UP
SEC14L6	ENSG00000214491	-1.87455153660257	1.6471632973892e-23	1.83869391336468e-22	DOWN
HMGN2P15	ENSG00000214578	-1.28654371500345	5.39691146231499e-15	1.07713825443293e-14	DOWN
AC116407.1	ENSG00000214708	-1.5752200585346	4.11232420050015e-21	2.45206908849699e-20	DOWN
FAM166B	ENSG00000215187	-1.21810382147935	1.81277593137531e-07	1.96086185252992e-07	DOWN
C5orf49	ENSG00000215217	-1.17622087984943	2.97402314531426e-07	3.16877049889199e-07	DOWN
AL390719.1	ENSG00000217801	1.11617367970932	2.3551461478081e-14	4.36896676694837e-14	UP
AL121949.1	ENSG00000218048	1.38222074358921	1.19007632301503e-09	1.47131135878226e-09	UP
VAMP2	ENSG00000220205	-1.10045428275659	2.10185155015576e-17	5.94337993563926e-17	DOWN
SLC12A8	ENSG00000221955	1.06122188135378	1.96974238336564e-15	4.13322991919348e-15	UP
IGLC6	ENSG00000222037	1.1141072717544	7.32498774528229e-08	8.07346525312399e-08	UP
